939,2025,2025,600005,600004,600006,600006,600011,600017,600015,600008,600010,600000,2570,2450,2500,600011,600017,2475,2739,300024
959,2051,2051,600006,600005,600007,600008,600015,600018,600016,600009,600015,600005,2594,2500,2570,600015,600018,2500,300002,300027
960,2052,2052,600007,600006,600008,600009,600016,600019,600017,600010,600016,600009,2603,2570,2594,600016,600019,2570,300003,300058
962,600000,600000,600008,600007,600009,600010,600017,600022,600018,600015,600019,600010,2673,2594,2603,600017,600022,2594,300015,300059
968,600001,600001,600009,600008,600010,600011,600018,600026,600019,600016,600026,600011,600000,2603,2653,600018,600026,2653,300017,300070
969,600004,600004,600010,600009,600011,600015,600019,600027,600026,600018,600028,600015,600005,2673,2673,600019,600027,2673,300024,300085
970,600005,600005,600011,600010,600015,600016,600022,600028,600028,600019,600029,600016,600009,600000,600000,600022,600028,2736,300027,300104
983,600006,600006,600012,600011,600016,600017,600026,600029,600029,600026,600030,600019,600010,600005,600008,600026,600029,300002,300058,300124
997,600007,600007,600015,600012,600017,600018,600027,600030,600030,600028,600031,600022,600011,600009,600009,600027,600030,300003,300059,300133
2024,600008,600008,600016,600015,600018,600019,600028,600031,600031,600029,600036,600028,600015,600010,600010,600028,600031,300015,300070,300144
600000,600009,600009,600017,600016,600019,600022,600029,600033,600033,600030,600037,600029,600016,600011,600011,600029,600033,300017,300104,300146
600001,600010,600010,600018,600017,600020,600026,600030,600036,600036,600031,600048,600030,600019,600015,600015,600030,600036,300024,300124,300168
600004,600011,600011,600019,600018,600021,600027,600031,600037,600037,600036,600050,600031,600022,600016,600016,600031,600037,300027,300133,300251
600005,600012,600012,600020,600019,600022,600028,600033,600048,600048,600037,600058,600036,600027,600019,600018,600033,600048,300058,300144,300315
600006,600015,600015,600021,600020,600026,600029,600036,600050,600050,600048,600062,600037,600028,600027,600019,600036,600050,300059,300146,600000
600008,600016,600016,600022,600021,600027,600030,600037,600058,600058,600050,600066,600048,600029,600028,600027,600037,600058,300070,300251,600005
600009,600018,600018,600026,600022,600028,600031,600048,600062,600062,600058,600068,600050,600030,600029,600028,600048,600062,300104,300315,600008
600010,600019,600019,600027,600026,600029,600033,600050,600066,600066,600062,600085,600058,600031,600030,600029,600050,600066,300124,600000,600009
600011,600020,600020,600028,600027,600030,600036,600058,600068,600068,600066,600089,600062,600036,600031,600030,600058,600068,300133,600005,600010
600012,600021,600021,600029,600028,600031,600037,600062,600085,600085,600068,600096,600066,600037,600036,600031,600062,600085,300146,600008,600011
600015,600022,600022,600030,600029,600033,600048,600066,600087,600087,600085,600098,600068,600048,600048,600036,600066,600087,300251,600009,600015
600016,600026,600026,600031,600030,600036,600050,600068,600089,600089,600089,600100,600085,600050,600050,600048,600068,600089,600000,600010,600016
600018,600027,600027,600033,600031,600037,600058,600085,600096,600096,600096,600104,600089,600058,600058,600050,600085,600096,600005,600011,600018
600019,600028,600028,600035,600033,600048,600066,600087,600100,600100,600100,600108,600096,600062,600060,600058,600087,600100,600008,600015,600019
600020,600029,600029,600036,600036,600050,600068,600089,600102,600104,600104,600109,600100,600066,600062,600060,600089,600102,600009,600016,600021
600021,600030,600030,600037,600037,600058,600085,600096,600104,600108,600108,600111,600104,600068,600066,600062,600096,600104,600010,600018,600022
600022,600031,600031,600048,600048,600062,600087,600100,600108,600109,600109,600115,600108,600085,600068,600066,600100,600108,600011,600019,600023
600026,600033,600033,600050,600050,600066,600089,600102,600109,600111,600111,600118,600109,600089,600085,600068,600102,600109,600015,600021,600027
600027,600035,600035,600058,600058,600068,600096,600104,600111,600115,600115,600123,600111,600096,600089,600079,600104,600111,600016,600023,600028
600028,600036,600036,600066,600066,600085,600100,600108,600118,600118,600118,600125,600115,600100,600096,600085,600108,600118,600018,600027,600029
600029,600037,600037,600068,600068,600087,600102,600109,600123,600123,600123,600132,600118,600104,600100,600089,600109,600123,600019,600028,600030
600030,600048,600048,600085,600085,600089,600104,600111,600125,600125,600125,600143,600123,600108,600104,600096,600111,600125,600023,600029,600031
600031,600050,600050,600087,600087,600096,600108,600118,600132,600132,600132,600150,600125,600109,600108,600100,600118,600132,600027,600030,600036
600033,600058,600058,600088,600089,600098,600109,600123,600143,600143,600143,600151,600132,600111,600109,600104,600123,600143,600028,600031,600037
600035,600060,600060,600089,600096,600100,600110,600125,600150,600150,600150,600153,600143,600115,600111,600108,600125,600150,600029,600036,600038
600036,600062,600062,600096,600098,600102,600111,600132,600151,600151,600151,600160,600150,600118,600115,600109,600132,600151,600030,600038,600048
600037,600066,600066,600098,600100,600104,600117,600143,600153,600153,600153,600161,600153,600123,600118,600111,600143,600153,600031,600048,600050
600050,600068,600068,600100,600102,600108,600118,600150,600161,600161,600161,600166,600160,600125,600123,600115,600150,600161,600036,600050,600060
600057,600073,600073,600102,600104,600109,600123,600151,600166,600166,600166,600169,600166,600132,600125,600118,600151,600166,600038,600060,600061
600058,600078,600078,600104,600108,600110,600125,600153,600169,600169,600169,600170,600169,600143,600132,600123,600153,600169,600048,600066,600066
600060,600085,600085,600108,600109,600111,600132,600158,600170,600170,600170,600177,600170,600150,600143,600143,600158,600170,600050,600068,600068
600062,600087,600087,600109,600110,600115,600143,600161,600177,600177,600177,600183,600177,600153,600150,600150,600161,600177,600060,600085,600074
600073,600088,600088,600110,600111,600117,600150,600166,600183,600183,600183,600188,600183,600157,600153,600153,600166,600183,600066,600089,600085
600078,600089,600089,600111,600115,600118,600151,600169,600188,600188,600188,600196,600188,600160,600157,600157,600169,600188,600068,600100,600089
600085,600096,600096,600115,600117,600123,600153,600170,600196,600196,600196,600208,600196,600166,600160,600160,600170,600196,600085,600104,600098
600087,600098,600098,600117,600118,600125,600158,600176,600208,600208,600208,600216,600208,600169,600166,600166,600176,600208,600089,600109,600100
600088,600100,600100,600118,600123,600132,600169,600177,600210,600210,600216,600219,600216,600170,600169,600170,600177,600210,600100,600111,600104
600089,600102,600102,600123,600125,600143,600170,600183,600216,600216,600219,600221,600219,600177,600170,600177,600183,600216,600104,600115,600109
600091,600104,600104,600125,600132,600150,600176,600188,600219,600219,600220,600252,600221,600188,600177,600188,600188,600219,600108,600118,600111
600096,600108,600108,600132,600143,600151,600177,600196,600220,600220,600221,600256,600252,600196,600188,600196,600196,600220,600109,600150,600115
600098,600110,600110,600143,600150,600153,600183,600208,600221,600221,600239,600259,600256,600208,600196,600208,600208,600221,600111,600153,600118
600100,600117,600117,600150,600151,600158,600188,600210,600236,600239,600256,600266,600259,600216,600208,600216,600210,600236,600115,600157,600150
600102,600118,600118,600151,600153,600170,600196,600216,600239,600256,600266,600267,600266,600219,600216,600219,600216,600239,600118,600166,600153
600104,600121,600121,600153,600158,600177,600208,600219,600246,600266,600267,600271,600267,600221,600219,600221,600219,600246,600150,600170,600157
600108,600123,600123,600158,600169,600183,600210,600220,600251,600269,600269,600276,600271,600252,600221,600252,600220,600251,600153,600177,600170
600110,600125,600125,600161,600170,600188,600216,600221,600256,600271,600271,600307,600276,600256,600252,600256,600221,600256,600157,600188,600177
600115,600132,600132,600170,600177,600196,600219,600236,600266,600276,600276,600309,600307,600259,600256,600259,600236,600266,600166,600196,600188
600117,600143,600143,600177,600183,600208,600220,600239,600269,600300,600300,600316,600309,600266,600259,600266,600239,600269,600170,600208,600196
600121,600150,600150,600183,600188,600210,600221,600246,600271,600307,600307,600320,600315,600267,600266,600267,600246,600271,600177,600221,600208
600123,600151,600151,600188,600196,600219,600236,600251,600282,600309,600309,600331,600316,600271,600267,600271,600251,600282,600188,600252,600221
600125,600153,600153,600190,600208,600220,600251,600256,600300,600312,600312,600348,600320,600276,600271,600276,600256,600300,600196,600256,600252
600126,600160,600160,600196,600210,600221,600256,600266,600307,600316,600316,600352,600331,600309,600276,600309,600266,600307,600208,600271,600256
600132,600161,600161,600208,600219,600236,600266,600269,600309,600320,600320,600362,600348,600315,600309,600315,600269,600309,600221,600276,600271
600138,600170,600170,600210,600220,600251,600269,600270,600312,600325,600331,600369,600352,600316,600315,600316,600270,600312,600252,600309,600276
600143,600171,600171,600219,600221,600256,600270,600271,600316,600331,600348,600372,600362,600331,600316,600332,600271,600316,600256,600315,600309
600151,600177,600177,600220,600236,600266,600271,600276,600320,600348,600352,600376,600369,600340,600332,600340,600276,600320,600271,600317,600317
600153,600183,600183,600221,600256,600269,600276,600282,600325,600350,600362,600380,600372,600348,600340,600348,600282,600325,600276,600332,600332
600166,600188,600188,600236,600266,600270,600282,600307,600331,600352,600369,600383,600376,600352,600348,600352,600307,600331,600277,600340,600340
600170,600190,600190,600256,600269,600271,600299,600309,600348,600362,600376,600395,600383,600362,600352,600362,600309,600348,600309,600350,600352
600171,600196,600196,600266,600270,600282,600307,600312,600350,600369,600380,600406,600395,600369,600362,600369,600312,600350,600315,600352,600362
600177,600198,600198,600269,600271,600299,600308,600316,600352,600376,600383,600415,600406,600372,600369,600372,600316,600352,600316,600362,600369
600183,600200,600200,600270,600282,600307,600309,600320,600362,600380,600395,600418,600415,600376,600372,600376,600320,600362,600317,600369,600372
600188,600210,600210,600271,600307,600308,600316,600325,600369,600383,600406,600428,600418,600383,600376,600383,600325,600369,600332,600372,600373
600196,600220,600220,600282,600308,600309,600320,600331,600376,600395,600415,600432,600432,600395,600383,600395,600331,600376,600340,600373,600376
600198,600221,600221,600307,600309,600316,600325,600348,600380,600406,600418,600456,600456,600406,600395,600403,600348,600380,600348,600383,600383
600205,600236,600236,600308,600316,600320,600331,600350,600383,600415,600428,600481,600489,600415,600403,600406,600350,600383,600352,600398,600398
600207,600256,600256,600309,600320,600325,600348,600352,600395,600418,600432,600489,600497,600432,600406,600415,600352,600395,600362,600406,600406
600210,600266,600266,600316,600325,600331,600350,600362,600415,600428,600456,600497,600498,600456,600415,600436,600362,600415,600369,600415,600415
600215,600267,600267,600320,600331,600348,600352,600369,600418,600432,600481,600498,600500,600489,600432,600489,600369,600418,600372,600485,600446
600220,600269,600269,600325,600348,600350,600357,600376,600426,600456,600489,600500,600508,600497,600436,600497,600376,600426,600373,600489,600485
600221,600270,600270,600331,600350,600357,600362,600380,600428,600481,600497,600508,600516,600498,600489,600498,600380,600428,600383,600518,600489
600231,600271,600271,600348,600357,600362,600376,600383,600432,600489,600500,600516,600518,600508,600497,600516,600383,600432,600398,600519,600518
600236,600282,600282,600350,600362,600376,600380,600395,600456,600497,600508,600518,600519,600516,600498,600518,600395,600456,600406,600535,600519
600256,600299,600299,600357,600376,600380,600383,600415,600489,600500,600516,600519,600528,600518,600508,600519,600415,600489,600415,600539,600535
600266,600307,600307,600362,600377,600383,600395,600418,600497,600508,600517,600528,600535,600519,600516,600528,600418,600497,600485,600547,600547
600267,600308,600308,600377,600380,600415,600415,600426,600500,600516,600518,600535,600546,600528,600518,600535,600426,600500,600489,600570,600570
600269,600309,600309,600380,600383,600418,600418,600428,600508,600517,600519,600546,600547,600535,600519,600546,600428,600508,600497,600578,600578
600270,600312,600312,600383,600415,600426,600426,600432,600516,600518,600528,600547,600549,600546,600528,600547,600432,600516,600516,600583,600582
600271,600316,600316,600415,600418,600428,600428,600456,600517,600519,600535,600549,600550,600547,600535,600549,600456,600517,600518,600585,600583
600276,600320,600320,600418,600428,600432,600432,600489,600518,600528,600546,600550,600583,600549,600546,600582,600489,600518,600519,600588,600585
600282,600331,600331,600428,600432,600456,600456,600497,600519,600535,600547,600582,600585,600550,600547,600583,600497,600519,600535,600600,600588
600296,600332,600332,600432,600456,600489,600489,600500,600528,600546,600549,600583,600588,600582,600549,600585,600500,600528,600547,600633,600600
600299,600333,600333,600456,600489,600497,600497,600508,600547,600547,600550,600585,600595,600583,600550,600588,600508,600547,600549,600637,600606
600307,600348,600348,600489,600497,600500,600500,600516,600549,600549,600582,600588,600598,600585,600582,600597,600516,600549,600570,600642,600637
600308,600350,600350,600497,600500,600508,600508,600517,600550,600550,600583,600595,600600,600588,600583,600598,600517,600550,600578,600648,600642
600309,600357,600357,600500,600508,600519,600516,600518,600569,600582,600585,600598,600642,600598,600585,600600,600518,600569,600583,600649,600648
600320,600361,600361,600501,600519,600528,600518,600519,600583,600583,600588,600600,600649,600600,600588,600637,600519,600583,600585,600660,600649
600331,600362,600362,600508,600528,600547,600519,600528,600585,600585,600595,600635,600655,600637,600598,600642,600528,600585,600588,600663,600660
600333,600377,600377,600519,600535,600548,600528,600547,600588,600588,600598,600642,600660,600642,600600,600648,600547,600588,600597,600674,600663
600339,600383,600383,600528,600547,600549,600547,600549,600595,600595,600600,600649,600664,600649,600637,600649,600549,600595,600600,600688,600666
600348,600410,600410,600535,600548,600550,600548,600550,600596,600596,600631,600655,600674,600655,600642,600655,600550,600596,600633,600690,600674
600350,600415,600415,600547,600549,600569,600549,600569,600597,600597,600635,600660,600690,600660,600649,600660,600569,600597,600637,600703,600685
600357,600418,600418,600548,600550,600583,600550,600582,600598,600598,600642,600664,600694,600664,600655,600663,600582,600598,600642,600705,600688
600361,600428,600428,600549,600569,600585,600569,600583,600600,600600,600649,600674,600703,600674,600660,600664,600583,600600,600648,600717,600690
600362,600432,600432,600550,600583,600588,600582,600585,600601,600601,600655,600690,600718,600690,600664,600674,600585,600601,600649,600718,600703
600377,600456,600456,600569,600585,600591,600583,600588,600611,600611,600660,600694,600739,600694,600674,600688,600588,600611,600660,600739,600704
600383,600460,600460,600583,600591,600595,600585,600595,600631,600631,600664,600703,600741,600703,600690,600690,600595,600631,600663,600741,600705
600399,600472,600472,600585,600595,600596,600588,600596,600635,600635,600674,600718,600770,600718,600694,600694,600596,600635,600674,600783,600718
600406,600489,600489,600591,600596,600597,600595,600597,600642,600642,600675,600737,600779,600739,600703,600703,600597,600642,600688,600795,600737
600408,600497,600497,600595,600597,600598,600596,600598,600643,600649,600690,600739,600783,600741,600718,600705,600598,600643,600690,600804,600739
600410,600498,600498,600596,600598,600600,600597,600600,600649,600655,600694,600741,600795,600770,600739,600718,600600,600649,600703,600820,600741
600415,600500,600500,600597,600600,600601,600598,600601,600655,600657,600703,600770,600804,600779,600741,600739,600601,600655,600705,600827,600783
600418,600501,600501,600598,600601,600611,600600,600611,600657,600660,600717,600779,600809,600783,600779,600741,600611,600657,600717,600837,600795
600428,600508,600508,600600,600611,600616,600601,600631,600660,600663,600718,600783,600811,600795,600783,600783,600631,600660,600718,600839,600804
600456,600519,600519,600601,600616,600631,600611,600635,600663,600664,600737,600795,600812,600804,600795,600795,600635,600663,600739,600863,600816
600460,600521,600521,600611,600628,600635,600616,600638,600664,600674,600739,600804,600827,600809,600804,600804,600638,600664,600741,600867,600820
600498,600535,600535,600616,600631,600638,600631,600639,600674,600675,600741,600808,600832,600811,600809,600809,600639,600674,600783,600873,600827
600500,600547,600547,600628,600635,600639,600635,600642,600675,600690,600779,600809,600837,600827,600811,600811,600642,600675,600795,600875,600837
600508,600548,600548,600631,600638,600642,600638,600643,600685,600694,600795,600811,600839,600832,600827,600827,600643,600688,600804,600886,600839
600519,600549,600549,600635,600639,600643,600639,600648,600688,600703,600804,600812,600859,600837,600832,600832,600648,600690,600809,600887,600863
600521,600550,600550,600638,600642,600649,600642,600649,600690,600717,600808,600832,600863,600839,600837,600837,600649,600694,600827,600893,600867
600535,600569,600569,600639,600643,600653,600643,600655,600694,600718,600809,600837,600873,600859,600839,600839,600655,600717,600837,600895,600871
600548,600583,600583,600642,600649,600655,600649,600657,600717,600737,600811,600839,600875,600863,600859,600859,600657,600718,600839,600900,600873
600549,600585,600585,600643,600653,600660,600653,600660,600718,600739,600812,600859,600881,600873,600863,600863,600660,600737,600863,600958,600875
600550,600588,600588,600649,600655,600663,600655,600663,600737,600741,600823,600863,600887,600875,600873,600873,600663,600739,600867,600959,600886
600569,600591,600591,600653,600660,600664,600660,600664,600739,600748,600832,600873,600893,600881,600875,600875,600664,600741,600873,600998,600887
600578,600596,600596,600655,600663,600674,600663,600674,600741,600779,600837,600875,600895,600886,600881,600886,600674,600748,600875,600999,600893
600581,600597,600597,600660,600675,600675,600664,600675,600748,600795,600839,600879,600900,600887,600886,600887,600675,600779,600886,601006,600895
600583,600598,600598,600662,600685,600685,600674,600685,600779,600804,600859,600881,600970,600893,600887,600893,600685,600795,600887,601009,600900
600585,600600,600600,600663,600688,600688,600675,600688,600795,600808,600863,600887,600971,600895,600893,600895,600688,600804,600893,601016,600958
600588,600601,600601,600675,600690,600690,600685,600690,600804,600809,600875,600893,600997,600900,600895,600900,600690,600808,600900,601018,600959
600591,600602,600602,600685,600694,600694,600688,600694,600808,600811,600879,600895,600999,600970,600900,600970,600694,600809,600958,601021,600998
600597,600616,600616,600688,600717,600717,600690,600717,600809,600812,600881,600900,601001,600971,600970,600971,600717,600811,600998,601088,600999
600598,600627,600627,600690,600718,600737,600694,600718,600811,600823,600887,600970,601006,600997,600971,600997,600718,600812,600999,601098,601006
600600,600628,600628,600694,600739,600739,600717,600737,600812,600832,600893,600971,601009,600999,600997,600999,600737,600820,601006,601099,601009
600601,600631,600631,600717,600741,600741,600718,600739,600820,600837,600895,600997,601018,601001,600999,601001,600739,600832,601009,601106,601016
600602,600635,600635,600718,600747,600747,600737,600741,600832,600839,600900,600999,601088,601006,601001,601006,600741,600835,601018,601111,601018
600616,600637,600637,600739,600748,600748,600739,600748,600835,600863,600970,601001,601098,601009,601006,601009,600748,600837,601021,601117,601021
600621,600639,600639,600741,600761,600761,600741,600779,600837,600875,600971,601006,601099,601018,601009,601018,600779,600839,601088,601118,601088
600627,600642,600642,600747,600770,600770,600748,600782,600839,600879,600997,601009,601101,601088,601018,601088,600782,600863,601098,601158,601098
600628,600643,600643,600748,600779,600779,600770,600795,600863,600881,600998,601018,601106,601098,601088,601098,600795,600875,601099,601166,601099
600631,600649,600649,600754,600780,600780,600779,600804,600875,600887,600999,601088,601111,601099,601098,601099,600804,600879,601106,601169,601106
600635,600653,600653,600761,600787,600795,600782,600808,600879,600893,601001,601098,601117,601101,601099,601101,600808,600881,601111,601179,601111
600637,600655,600655,600770,600795,600804,600795,600809,600881,600895,601006,601099,601118,601106,601101,601106,600809,600886,601117,601186,601117
600639,600660,600660,600779,600797,600808,600804,600811,600886,600900,601009,601101,601158,601111,601106,601111,600811,600895,601118,601198,601118
600642,600662,600662,600780,600804,600809,600808,600812,600895,600970,601018,601106,601166,601117,601111,601117,600812,600900,601158,601211,601166
600643,600663,600663,600786,600808,600811,600809,600816,600900,600997,601088,601111,601168,601118,601117,601118,600816,600970,601166,601216,601169
600649,600675,600675,600787,600809,600812,600811,600820,600970,600999,601098,601117,601169,601158,601118,601139,600820,600997,601168,601225,601179
